?cls	?xref
<http://purl.obolibrary.org/obo/NCBITaxon_10096>	"NCIt:C71624"
<http://purl.obolibrary.org/obo/BFO_0000016>	"NCIt:C41205"
<http://www.ebi.ac.uk/efo/EFO_0022463>	"MGI:2159850"
<http://www.ebi.ac.uk/efo/EFO_0022463>	"TGEMO:00108"
<http://purl.obolibrary.org/obo/UO_0000000>	"NCIt:C68553"
<http://purl.obolibrary.org/obo/UO_0000000>	"NIFSTD:birnlex_2015"
<http://purl.obolibrary.org/obo/UO_0000000>	"NCIt:C44278"
<http://purl.obolibrary.org/obo/UO_0000000>	"MO:3"
<http://purl.obolibrary.org/obo/UO_0000000>	"SNOMEDCT:258666001"
<http://purl.obolibrary.org/obo/NCBITaxon_10088>	"SNOMEDCT:447482001"
<http://purl.obolibrary.org/obo/NCBITaxon_10088>	"MESH:D051379"
<http://purl.obolibrary.org/obo/NCBITaxon_10088>	"NCIt:C14238"
<http://purl.obolibrary.org/obo/NCBITaxon_10088>	"GC_ID:1"
<http://purl.obolibrary.org/obo/ENVO_00002000>	"SWEETRealm:Slope"
<http://purl.obolibrary.org/obo/ENVO_00002000>	"https://en.wikipedia.org/wiki/Slope"
<http://purl.obolibrary.org/obo/ENVO_00002000>	"EcoLexicon:slope"
<http://purl.obolibrary.org/obo/ENVO_00010504>	"https://en.wikipedia.org/wiki/Surface"
<http://purl.obolibrary.org/obo/ENVO_00010504>	"http://sweetontology.net/reprSpaceGeometry/Surface"
<http://purl.obolibrary.org/obo/ENVO_00010504>	"EcoLexicon:surface"
<http://purl.obolibrary.org/obo/NCBITaxon_8287>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0005423>	"MIAA:0000019"
<http://purl.obolibrary.org/obo/UBERON_0005423>	"CALOHA:TS-2122"
<http://purl.obolibrary.org/obo/UBERON_0005423>	"FMA:292313"
<http://purl.obolibrary.org/obo/UBERON_0005423>	"EHDAA2:0003125"
<http://purl.obolibrary.org/obo/UBERON_0005423>	"FBbt:00007006"
<http://purl.obolibrary.org/obo/UBERON_0005423>	"AEO:0000125"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"AEO:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"AAO:0010268"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"EHDAA2:0003040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"CARO:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"TAO:0000382"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"FMA:63863"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"HAO:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"XAO:0003162"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"ZFA:0000382"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"FBbt:00007013"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"TGMA:0001841"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"BILA:0000040"
<http://purl.obolibrary.org/obo/ENVO_00000015>	"TGN:21102"
<http://purl.obolibrary.org/obo/ENVO_00000015>	"EcoLexicon:ocean"
<http://purl.obolibrary.org/obo/ENVO_00000015>	"FTT:1019"
<http://purl.obolibrary.org/obo/ENVO_00000015>	"SWEETRealm:Ocean"
<http://purl.obolibrary.org/obo/ENVO_00000015>	"https://en.wikipedia.org/wiki/Ocean"
<http://purl.obolibrary.org/obo/ENVO_00000015>	"FTT:943"
<http://purl.obolibrary.org/obo/ENVO_00000015>	"Geonames:H.OCN"
<http://purl.obolibrary.org/obo/ENVO_00000015>	"LTER:695"
<http://purl.obolibrary.org/obo/ENVO_00002006>	"https://en.wikipedia.org/wiki/Water"
<http://purl.obolibrary.org/obo/ENVO_00002006>	"LTER:617"
<http://purl.obolibrary.org/obo/ENVO_00002006>	"EcoLexicon:water"
<http://purl.obolibrary.org/obo/ENVO_01000020>	"SPIRE:Estuarine"
<http://purl.obolibrary.org/obo/ENVO_01001618>	"http://sweetontology.net/phenCryo/Accumulation"
<http://purl.obolibrary.org/obo/ENVO_01001620>	"http://sweetontology.net/phenCryo/Accumulation"
<http://purl.obolibrary.org/obo/NCBITaxon_9347>	"GC_ID:1"
<http://purl.obolibrary.org/obo/NCBITaxon_117570>	"GC_ID:1"
<http://purl.obolibrary.org/obo/NCBITaxon_32525>	"GC_ID:1"
<http://purl.obolibrary.org/obo/PO_0025007>	"PO_GIT:63"
<http://purl.obolibrary.org/obo/ENVO_01000254>	"EcoLexicon:environment"
<http://purl.obolibrary.org/obo/PO_0025433>	"PO_GIT:427"
<http://purl.obolibrary.org/obo/ENVO_01000204>	"SPIRE:Tropical"
<http://purl.obolibrary.org/obo/ENVO_01000204>	"EcoLexicon:the_tropics"
<http://purl.obolibrary.org/obo/NCBITaxon_1437010>	"PMID:11791233"
<http://purl.obolibrary.org/obo/NCBITaxon_1437010>	"GC_ID:1"
<http://purl.obolibrary.org/obo/NCBITaxon_1437010>	"PMID:11743200"
<http://purl.obolibrary.org/obo/NCBITaxon_7711>	"GC_ID:1"
<http://purl.obolibrary.org/obo/PO_0025034>	"PO_GIT:274"
<http://purl.obolibrary.org/obo/PO_0025034>	"PO_GIT:301"
<http://purl.obolibrary.org/obo/ENVO_00002186>	"EcoLexicon:water_pollution"
<http://purl.obolibrary.org/obo/ENVO_00002186>	"https://en.wikipedia.org/wiki/Contaminated_water"
<http://purl.obolibrary.org/obo/PO_0009007>	"PO_GIT:59"
<http://purl.obolibrary.org/obo/NCBITaxon_9605>	"GC_ID:1"
<http://purl.obolibrary.org/obo/NCBITaxon_314295>	"GC_ID:1"
<http://purl.obolibrary.org/obo/ENVO_00002149>	"EcoLexicon:sea_water"
<http://purl.obolibrary.org/obo/ENVO_00002149>	"https://en.wikipedia.org/wiki/Sea_water"
<http://purl.obolibrary.org/obo/ENVO_00002149>	"LTER:701"
<http://purl.obolibrary.org/obo/ENVO_00002149>	"SWEETRealm:SeaWater"
<http://purl.obolibrary.org/obo/PO_0028002>	"PO_GIT:68"
<http://purl.obolibrary.org/obo/PO_0028002>	"PO_GIT:139"
<http://purl.obolibrary.org/obo/ENVO_01000267>	"LTER:48"
<http://purl.obolibrary.org/obo/ENVO_01000293>	"http://sweetontology.net/phenCryo/Accumulation"
<http://purl.obolibrary.org/obo/PO_0025606>	"PO_GIT:586"
<http://purl.obolibrary.org/obo/ENVO_01001645>	<http://vocab.nerc.ac.uk/collection/S23/current/S23C013/>
<http://purl.obolibrary.org/obo/ENVO_01000238>	"SWEETRealm:Polarization"
<http://purl.obolibrary.org/obo/ENVO_01000238>	"SPIRE:Polar"
<http://purl.obolibrary.org/obo/ENVO_01001089>	"SWEETRealm:Aerosol"
<http://purl.obolibrary.org/obo/ENVO_01000067>	"EcoLexicon:marine_current"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"TGN:21652"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"SWEETRealm:Scrub"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"FTT:262"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"FTT:792"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"FTT:991"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"Geonames:V.SCRB"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"TGN:21644"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"FTT:374"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"FTT:473"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"FTT:1191"
<http://purl.obolibrary.org/obo/ENVO_00000300>	"https://en.wikipedia.org/wiki/Scrubland"
<http://purl.obolibrary.org/obo/ENVO_01001652>	<http://vocab.nerc.ac.uk/collection/S23/current/S23C005/>
<http://purl.obolibrary.org/obo/UBERON_0005769>	"UMLS:C0004799"
<http://purl.obolibrary.org/obo/UBERON_0005769>	"NCIT:C13191"
<http://purl.obolibrary.org/obo/UBERON_0005769>	<http://www.snomedbrowser.com/Codes/Details/68989006>
<http://purl.obolibrary.org/obo/UBERON_0005769>	"AAO:0010596"
<http://purl.obolibrary.org/obo/UBERON_0005769>	<http://en.wikipedia.org/wiki/Basement_membrane>
<http://purl.obolibrary.org/obo/UBERON_0005769>	"FMA:63872"
<http://purl.obolibrary.org/obo/UBERON_0005769>	"GAID:915"
<http://purl.obolibrary.org/obo/UBERON_0005769>	<http://linkedlifedata.com/resource/umls/id/C0004799>
<http://purl.obolibrary.org/obo/ENVO_01000178>	"SPIRE:Savannah_or_grassland"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"TGN:21305"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:1061"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:1190"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"TGN:21301"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"SWEETRealm:Wetland"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"Geonames:H.WTLD"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:281"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:934"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"EcoLexicon:wetland"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:883"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:1118"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:983"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"LTER:630"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"https://en.wikipedia.org/wiki/Wetland"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:480"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:1001"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:945"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:228"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:184"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:1206"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"TGN:21304"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:1060"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:1226"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:1180"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:716"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"SPIRE:Bog"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:185"
<http://purl.obolibrary.org/obo/ENVO_01001209>	"FTT:1207"
<http://purl.obolibrary.org/obo/NCBITaxon_314293>	"GC_ID:1"
<http://purl.obolibrary.org/obo/ENVO_00000076>	"EcoLexicon:mine"
<http://purl.obolibrary.org/obo/ENVO_00000076>	"Geonames:S.MN"
<http://purl.obolibrary.org/obo/ENVO_00000076>	"TGN:54211"
<http://purl.obolibrary.org/obo/ENVO_00000076>	"Geonames:L.MNA"
<http://purl.obolibrary.org/obo/ENVO_00000076>	"FTT:968"
<http://purl.obolibrary.org/obo/ENVO_00000076>	"FTT:14"
<http://purl.obolibrary.org/obo/ENVO_00000076>	"TGN:54212"
<http://purl.obolibrary.org/obo/UBERON_0000307>	"MESH:D036703"
<http://purl.obolibrary.org/obo/UBERON_0000307>	"OGEM:000006"
<http://purl.obolibrary.org/obo/UBERON_0000307>	<http://en.wikipedia.org/wiki/Blastula>
<http://purl.obolibrary.org/obo/UBERON_0000307>	"BILA:0000059"
<http://purl.obolibrary.org/obo/UBERON_0000307>	"GAID:1294"
<http://purl.obolibrary.org/obo/UBERON_0000307>	"BTO:0000128"
<http://purl.obolibrary.org/obo/UBERON_0034923>	"CARO:0020000"
<http://purl.obolibrary.org/obo/UBERON_0034923>	"FBbt:00007276"
<http://purl.obolibrary.org/obo/ENVO_00001995>	"SWEETRealm:Rock"
<http://purl.obolibrary.org/obo/ENVO_00001995>	"EcoLexicon:rock"
<http://purl.obolibrary.org/obo/ENVO_00001995>	"Geonames:T.RKS"
<http://purl.obolibrary.org/obo/ENVO_00001995>	"https://en.wikipedia.org/wiki/Rock"
<http://purl.obolibrary.org/obo/ENVO_00001995>	"FTT:1010"
<http://purl.obolibrary.org/obo/ENVO_00001995>	"FTT:145"
<http://purl.obolibrary.org/obo/ENVO_00001995>	"Geonames:T.RK"
<http://purl.obolibrary.org/obo/ENVO_00001995>	"TGN:21444"
<http://purl.obolibrary.org/obo/ENVO_00002214>	"SWEETRealm:PowerPlant"
<http://purl.obolibrary.org/obo/ENVO_00002214>	"https://en.wikipedia.org/wiki/Power_plant"
<http://purl.obolibrary.org/obo/NCBITaxon_32524>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"FBbt:00000111"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"EFO:0000414"
<http://purl.obolibrary.org/obo/UBERON_0000924>	<http://linkedlifedata.com/resource/umls/id/C0013574>
<http://purl.obolibrary.org/obo/UBERON_0000924>	"MAT:0000173"
<http://purl.obolibrary.org/obo/UBERON_0000924>	<http://www.snomedbrowser.com/Codes/Details/362851007>
<http://purl.obolibrary.org/obo/UBERON_0000924>	"CALOHA:TS-0216"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"XAO:0000001"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"EV:0100003"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"GAID:1304"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"UMLS:C0013574"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"FMA:69070"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"BTO:0000315"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"MESH:D004475"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"TAO:0000016"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"AAO:0000137"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"ZFA:0000016"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"EMAPA:16069"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"MAT:0000155"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"EHDAA2:0000428"
<http://purl.obolibrary.org/obo/UBERON_0000924>	<http://en.wikipedia.org/wiki/Ectoderm>
<http://purl.obolibrary.org/obo/UBERON_0000924>	"NCIT:C12703"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"BILA:0000036"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"VHOG:0000153"
<http://purl.obolibrary.org/obo/UBERON_0000924>	"MIAA:0000173"
<http://purl.obolibrary.org/obo/UBERON_0007010>	"BILA:0000058"
<http://purl.obolibrary.org/obo/ENVO_03000111>	"http://sweetontology.net/phenCryo/Accumulation"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"ZFA:0001477"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"WBbt:0005729"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"NCIT:C12801"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"TGMA:0001844"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"BIRNLEX:19"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"CARO:0000043"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"BILA:0000043"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"EHDAA2:0003043"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"XAO:0003040"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"EMAPA:35868"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"MESH:D014024"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"TAO:0001477"
<http://purl.obolibrary.org/obo/UBERON_0000479>	<http://linkedlifedata.com/resource/umls/id/C0040300>
<http://purl.obolibrary.org/obo/UBERON_0000479>	"AAO:0010054"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"AEO:0000043"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"AAO:0000607"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"MA:0003002"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"VHOG:0001757"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"FMA:9637"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"UMLS:C0040300"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"FBbt:00007003"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"galen:Tissue"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"HAO:0000043"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"CALOHA:TS-2090"
<http://purl.obolibrary.org/obo/PO_0009006>	"PO_GIT:135"
<http://purl.obolibrary.org/obo/PO_0009006>	"FNA:02756ad4-a09c-48d7-8754-903254e557a9"
<http://purl.obolibrary.org/obo/PO_0009006>	"FNA:d1431b5c-7b86-46a0-8d3c-bd426fe12c85"
<http://purl.obolibrary.org/obo/ENVO_00002271>	"https://en.wikipedia.org/wiki/Nuclear_power_plant"
<http://purl.obolibrary.org/obo/NCBITaxon_40674>	"GC_ID:1"
<http://purl.obolibrary.org/obo/PO_0009013>	"PO_GIT:472"
<http://purl.obolibrary.org/obo/NCBITaxon_9443>	"GC_ID:1"
<http://purl.obolibrary.org/obo/PO_0000037>	"PO_GIT:234"
<http://purl.obolibrary.org/obo/UBERON_0003102>	"TAO:0000292"
<http://purl.obolibrary.org/obo/UBERON_0003102>	"galen:SurfaceRegion"
<http://purl.obolibrary.org/obo/UBERON_0003102>	<http://en.wikipedia.org/wiki/Surface_structure>
<http://purl.obolibrary.org/obo/UBERON_0003102>	"VSAO:0000001"
<http://purl.obolibrary.org/obo/UBERON_0003102>	"EHDAA2_RETIRED:0003010"
<http://purl.obolibrary.org/obo/UBERON_0003102>	"XAO:0003028"
<http://purl.obolibrary.org/obo/UBERON_0003102>	"ZFA:0000292"
<http://purl.obolibrary.org/obo/UBERON_0003102>	"AAO:0010337"
<http://purl.obolibrary.org/obo/UBERON_0003102>	"AEO_RETIRED:0000010"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"HMDB:HMDB0001377"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"KEGG:D00003"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"PMID:18210929"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"KEGG:C00007"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"PMID:10906528"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"PMID:18638417"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"PMID:19840863"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"MolBase:750"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"PMID:16977326"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"Wikipedia:Oxygen"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"PDBeChem:OXY"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"PMID:7710549"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"PMID:9463773"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"MetaCyc:OXYGEN-MOLECULE"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"Gmelin:485"
<http://purl.obolibrary.org/obo/CHEBI_15379>	"CAS:7782-44-7"
<http://purl.obolibrary.org/obo/ENVO_00002016>	"https://en.wikipedia.org/wiki/Sedimentary_rock"
<http://purl.obolibrary.org/obo/ENVO_00002016>	"SWEETRealm:SedimentaryRock"
<http://purl.obolibrary.org/obo/ENVO_00002016>	"EcoLexicon:sedimentary_rock"
<http://purl.obolibrary.org/obo/ENVO_02000094>	<https://en.wikipedia.org/wiki/Ore>
<http://purl.obolibrary.org/obo/PO_0025497>	"PO_GIT:479"
<http://purl.obolibrary.org/obo/NCBITaxon_33208>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"galen:ConnectiveTissue"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"FMA:9640"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"MESH:D003238"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"EFO:0000952"
<http://purl.obolibrary.org/obo/UBERON_0002384>	<http://www.snomedbrowser.com/Codes/Details/361919005>
<http://purl.obolibrary.org/obo/UBERON_0002384>	"MIAA:0000301"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"CALOHA:TS-2009"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"UMLS:C0009780"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"MA:0000011"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"XAO:0001017"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"BTO:0000421"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"ZFA:0001632"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"VSAO:0000017"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"TAO:0001641"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"AAO:0000098"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"NCIT:C12374"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"GAID:100"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"EMAPA:35251"
<http://purl.obolibrary.org/obo/UBERON_0002384>	<http://linkedlifedata.com/resource/umls/id/C0009780>
<http://purl.obolibrary.org/obo/UBERON_0002384>	"MAT:0000301"
<http://purl.obolibrary.org/obo/NCBITaxon_6072>	"GC_ID:1"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"FTT:158"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"FTT:811"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"TGN:21425"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"EcoLexicon:valley"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"TGN:21453"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"Geonames:T.GRGE"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"FTT:949"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"Geonames:T.VALS"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"FTT:166"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"TGN:21451"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"SWEETRealm:Valley"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"Geonames:T.VAL"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"FTT:418"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"FTT:761"
<http://purl.obolibrary.org/obo/ENVO_00000100>	"TGN:21452"
<http://purl.obolibrary.org/obo/PO_0025127>	"PO_GIT:186"
<http://purl.obolibrary.org/obo/ENVO_01001088>	"SWEETRealm:Aerosol"
<http://purl.obolibrary.org/obo/ENVO_01000739>	"LTER:238"
<http://purl.obolibrary.org/obo/ENVO_01000739>	"https://en.wikipedia.org/wiki/Habitat"
<http://purl.obolibrary.org/obo/ENVO_01000739>	"EcoLexicon:habitat"
<http://purl.obolibrary.org/obo/ENVO_01000739>	"SWEETRealm:Habitat"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"BSA:0000039"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"CALOHA:TS-0229"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"FMA:69068"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"GAID:963"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"BILA:0000056"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EHDAA2_RETIRED:0003236"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"OGEM:000001"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"AAO:0011035"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"VHOG:0001766"
<http://purl.obolibrary.org/obo/UBERON_0000922>	<http://linkedlifedata.com/resource/umls/id/C0013935>
<http://purl.obolibrary.org/obo/UBERON_0000922>	"ZFA:0000103"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"MIAA:0000019"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"MESH:D004622"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EMAPA:16039"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"UMLS:C0013935"
<http://purl.obolibrary.org/obo/UBERON_0000922>	<http://en.wikipedia.org/wiki/Embryo>
<http://purl.obolibrary.org/obo/UBERON_0000922>	"BTO:0000379"
<http://purl.obolibrary.org/obo/UBERON_0000922>	<http://www.snomedbrowser.com/Codes/Details/57991002>
<http://purl.obolibrary.org/obo/UBERON_0000922>	"FBbt:00000052"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EHDAA2:0000002"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"AEO:0000169"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"NCIT:C28147"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"MAT:0000226"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EHDAA:38"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"XAO:0000113"
<http://purl.obolibrary.org/obo/UBERON_0000922>	<http://neurolex.org/wiki/Category:Embryonic_organism>
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EFO:0001367"
<http://purl.obolibrary.org/obo/ENVO_01000230>	"EcoLexicon:aridity"
<http://purl.obolibrary.org/obo/UBERON_0005291>	"CALOHA:TS-2100"
<http://purl.obolibrary.org/obo/ENVO_00002168>	"https://en.wikipedia.org/wiki/Gold_mine"
<http://purl.obolibrary.org/obo/ENVO_00002010>	"SWEETRealm:SaltWater"
<http://purl.obolibrary.org/obo/ENVO_00002010>	"EcoLexicon:saltwater"
<http://purl.obolibrary.org/obo/ENVO_00002010>	"https://en.wikipedia.org/wiki/Saline_water"
<http://purl.obolibrary.org/obo/ENVO_00002010>	"SWEETRealm:SalineWater"
<http://purl.obolibrary.org/obo/ENVO_01000174>	"SPIRE:Forest"
<http://purl.obolibrary.org/obo/ENVO_01000174>	"LTER:212"
<http://purl.obolibrary.org/obo/UBERON_0007376>	"BSA:0000073"
<http://purl.obolibrary.org/obo/UBERON_0007376>	"HAO:0000298"
<http://purl.obolibrary.org/obo/UBERON_0007376>	"BTO:0000313"
<http://purl.obolibrary.org/obo/UBERON_0007376>	"FBbt:00004993"
<http://purl.obolibrary.org/obo/UBERON_0007376>	"WBbt:0005733"
<http://purl.obolibrary.org/obo/UBERON_0007376>	<http://en.wikipedia.org/wiki/Epidermis_(zoology)>
<http://purl.obolibrary.org/obo/UBERON_0007376>	"TADS:0000109"
<http://purl.obolibrary.org/obo/PO_0009011>	"PO_GIT:57"
<http://purl.obolibrary.org/obo/ENVO_01000277>	<http://sweetontology.net/matrWater/Ice>
<http://purl.obolibrary.org/obo/ENVO_01000277>	"LTER:262"
