?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0000015>	"AEO:0000192"
<http://purl.obolibrary.org/obo/UBERON_0000015>	"CARO:0000010"
<http://purl.obolibrary.org/obo/PR_000001083>	"PIRSF:PIRSF001984"
<http://purl.obolibrary.org/obo/PR_000001083>	"IUPHARobj:2600"
<http://purl.obolibrary.org/obo/UBERON_0001092>	"AAO:0000709"
<http://purl.obolibrary.org/obo/UBERON_0001092>	"UMLS:C0004170"
<http://purl.obolibrary.org/obo/UBERON_0001092>	"MA:0001421"
<http://purl.obolibrary.org/obo/UBERON_0001092>	"FMA:12519"
<http://purl.obolibrary.org/obo/UBERON_0001092>	"ZFA:0001167"
<http://purl.obolibrary.org/obo/UBERON_0001092>	<http://linkedlifedata.com/resource/umls/id/C0004170>
<http://purl.obolibrary.org/obo/UBERON_0001092>	"EMAPA:19431"
<http://purl.obolibrary.org/obo/UBERON_0001092>	"EHDAA:10606"
<http://purl.obolibrary.org/obo/UBERON_0001092>	<http://en.wikipedia.org/wiki/Atlas_(anatomy)>
<http://purl.obolibrary.org/obo/UBERON_0001092>	"TAO:0001167"
<http://purl.obolibrary.org/obo/UBERON_0001092>	"NCIT:C32239"
<http://purl.obolibrary.org/obo/UBERON_0001092>	"MESH:D001270"
<http://purl.obolibrary.org/obo/UBERON_0001092>	<http://www.snomedbrowser.com/Codes/Details/181818007>
<http://purl.obolibrary.org/obo/UBERON_0001092>	"GAID:236"
<http://purl.obolibrary.org/obo/UBERON_0014400>	"FMA:262090"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EHDAA2:0001512"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"FMA:321916"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"ZFA:0000149"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EHDAA:424"
<http://purl.obolibrary.org/obo/UBERON_0005498>	<http://www.snomedbrowser.com/Codes/Details/361522004>
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EMAPA:16215"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"TAO:0000149"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EHDAA:436"
<http://purl.obolibrary.org/obo/UBERON_0005498>	<http://en.wikipedia.org/wiki/Primitive_heart_tube>
<http://purl.obolibrary.org/obo/UBERON_0004111>	"FMA:242873"
<http://purl.obolibrary.org/obo/UBERON_0004111>	"EHDAA2:0003080"
<http://purl.obolibrary.org/obo/UBERON_0004111>	<http://en.wikipedia.org/wiki/Foramen>
<http://purl.obolibrary.org/obo/UBERON_0004111>	"AEO:0000080"
<http://purl.obolibrary.org/obo/UBERON_0004111>	<http://www.snomedbrowser.com/Codes/Details/346902003>
<http://purl.obolibrary.org/obo/CL_0000630>	"BTO:0002315"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"TGMA:0000591"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"UMLS:C0017420"
<http://purl.obolibrary.org/obo/UBERON_0003133>	<http://linkedlifedata.com/resource/umls/id/C0017420>
<http://purl.obolibrary.org/obo/UBERON_0003133>	<http://www.snomedbrowser.com/Codes/Details/128181006>
<http://purl.obolibrary.org/obo/UBERON_0003133>	"MA:0001752"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"EMAPA:37731"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"WBbt:0008422"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"MESH:D005835"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"NCIT:C25177"
<http://purl.obolibrary.org/obo/UBERON_0003133>	"EMAPA:17381"
<http://purl.obolibrary.org/obo/GO_0001659>	"Wikipedia:Thermoregulation"
<http://purl.obolibrary.org/obo/UBERON_0012418>	"MA:0001812"
<http://purl.obolibrary.org/obo/UBERON_0012418>	"EMAPA:37586"
<http://purl.obolibrary.org/obo/GO_0051169>	"Wikipedia:Nuclear_transport"
<http://purl.obolibrary.org/obo/UBERON_0001774>	"AAO:0000611"
<http://purl.obolibrary.org/obo/UBERON_0001774>	"XAO:0003230"
<http://purl.obolibrary.org/obo/UBERON_0001774>	"ZFA:0000473"
<http://purl.obolibrary.org/obo/UBERON_0001774>	"MA:0000514"
<http://purl.obolibrary.org/obo/UBERON_0001774>	"FMA:58274"
<http://purl.obolibrary.org/obo/UBERON_0001774>	"TAO:0000473"
<http://purl.obolibrary.org/obo/UBERON_0001774>	"EMAPA:35888"
<http://purl.obolibrary.org/obo/UBERON_0013136>	<http://www.snomedbrowser.com/Codes/Details/367664002>
<http://purl.obolibrary.org/obo/GO_0005730>	"Wikipedia:Nucleolus"
<http://purl.obolibrary.org/obo/GO_0005730>	"NIF_Subcellular:sao1820400233"
<http://purl.obolibrary.org/obo/CL_1001591>	"CALOHA:TS-1277"
<http://purl.obolibrary.org/obo/UBERON_0002413>	"MA:0000311"
<http://purl.obolibrary.org/obo/UBERON_0002413>	"XAO:0003076"
<http://purl.obolibrary.org/obo/UBERON_0002413>	<http://en.wikipedia.org/wiki/Cervical_vertebrae>
<http://purl.obolibrary.org/obo/UBERON_0002413>	"MESH:D002574"
<http://purl.obolibrary.org/obo/UBERON_0002413>	"galen:CervicalVertebra"
<http://purl.obolibrary.org/obo/UBERON_0002413>	"NCIT:C12693"
<http://purl.obolibrary.org/obo/UBERON_0002413>	"FMA:9915"
<http://purl.obolibrary.org/obo/UBERON_0002413>	"EMAPA:17674"
<http://purl.obolibrary.org/obo/UBERON_0002413>	<http://www.snomedbrowser.com/Codes/Details/181820005>
<http://purl.obolibrary.org/obo/UBERON_0002413>	"GAID:235"
<http://purl.obolibrary.org/obo/UBERON_0009842>	"FMA:55588"
<http://purl.obolibrary.org/obo/UBERON_0009842>	<http://en.wikipedia.org/wiki/Acinus>
<http://purl.obolibrary.org/obo/UBERON_0009570>	"VHOG:0001548"
<http://purl.obolibrary.org/obo/UBERON_0009570>	"EHDAA2:0001265"
<http://purl.obolibrary.org/obo/UBERON_0009570>	"EMAPA:17584"
<http://purl.obolibrary.org/obo/UBERON_0002149>	"BAMS:SSN"
<http://purl.obolibrary.org/obo/UBERON_0002149>	<http://en.wikipedia.org/wiki/Superior_salivatory_nucleus>
<http://purl.obolibrary.org/obo/UBERON_0002149>	"FMA:72482"
<http://purl.obolibrary.org/obo/UBERON_0002149>	"neuronames:590"
<http://purl.obolibrary.org/obo/UBERON_0002149>	"MBA:462"
<http://purl.obolibrary.org/obo/UBERON_0002149>	"EMAPA:37756"
<http://purl.obolibrary.org/obo/UBERON_0002149>	"UMLS:C0175447"
<http://purl.obolibrary.org/obo/UBERON_0002149>	<http://linkedlifedata.com/resource/umls/id/C0175447>
<http://purl.obolibrary.org/obo/UBERON_0002149>	"HBA:9194"
<http://purl.obolibrary.org/obo/UBERON_0002149>	"DHBA:12435"
<http://purl.obolibrary.org/obo/UBERON_0002149>	"EHDAA2:0004646"
<http://purl.obolibrary.org/obo/UBERON_0002149>	"MA:0001027"
<http://purl.obolibrary.org/obo/UBERON_0002149>	"BAMS:SuS"
<http://purl.obolibrary.org/obo/UBERON_0002149>	"BIRNLEX:1131"
<http://purl.obolibrary.org/obo/UBERON_0002149>	<http://www.snomedbrowser.com/Codes/Details/369028007>
<http://purl.obolibrary.org/obo/UBERON_0003329>	"EMAPA:27227"
<http://purl.obolibrary.org/obo/UBERON_0003329>	"EMAPA:27217"
<http://purl.obolibrary.org/obo/UBERON_0003329>	"EMAPA:27535"
<http://purl.obolibrary.org/obo/UBERON_0003329>	<http://www.snomedbrowser.com/Codes/Details/7892006>
<http://purl.obolibrary.org/obo/UBERON_0003329>	"FMA:85399"
<http://purl.obolibrary.org/obo/CL_0000508>	"FMA:67609"
<http://purl.obolibrary.org/obo/CL_0000508>	"BTO:0004108"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"galen:Muscle"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"VHOG:0001245"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"EMAPA:37474"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"ZFA:0005145"
<http://purl.obolibrary.org/obo/UBERON_0001630>	<http://www.snomedbrowser.com/Codes/Details/71616004>
<http://purl.obolibrary.org/obo/UBERON_0001630>	"GAID:131"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"MA:0000015"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"EMAPA:32715"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"EV:0100146"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"AAO:0011066"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"XAO:0000172"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"FMA:5022"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"TAO:0005145"
<http://purl.obolibrary.org/obo/UBERON_0005337>	<http://en.wikipedia.org/wiki/Ventricular_outflow_tract>
<http://purl.obolibrary.org/obo/UBERON_0005337>	"FMA:13225"
<http://purl.obolibrary.org/obo/UBERON_0005337>	"XAO:0004140"
<http://purl.obolibrary.org/obo/UBERON_0010253>	"EHDAA2:0000044"
<http://purl.obolibrary.org/obo/UBERON_0034946>	"FMA:78440"
<http://purl.obolibrary.org/obo/CL_0000549>	"FMA:83505"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"EMAPA:16675"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"ZFA:0001071"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"EHDAA2:0001304"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"TAO:0001071"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"VHOG:0000490"
<http://purl.obolibrary.org/obo/UBERON_0011642>	"EHDAA2:0004137"
<http://purl.obolibrary.org/obo/NCBITaxon_105391>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0001325>	"FMA:19086"
<http://purl.obolibrary.org/obo/UBERON_0001325>	"EMAPA:37481"
<http://purl.obolibrary.org/obo/UBERON_0001325>	"EMAPA:18184"
<http://purl.obolibrary.org/obo/UBERON_0001325>	"MA:0000534"
<http://purl.obolibrary.org/obo/UBERON_0009548>	"EMAPA:18309"
<http://purl.obolibrary.org/obo/UBERON_0009548>	"EHDAA2:0001001"
<http://purl.obolibrary.org/obo/UBERON_0009548>	"VHOG:0000709"
<http://purl.obolibrary.org/obo/UBERON_0001278>	"CALOHA:TS-2105"
<http://purl.obolibrary.org/obo/UBERON_0001278>	"EMAPA:35466"
<http://purl.obolibrary.org/obo/UBERON_0001278>	"MA:0001545"
<http://purl.obolibrary.org/obo/UBERON_0001278>	"FMA:17301"
<http://purl.obolibrary.org/obo/PR_P06332>	"UniProtKB:P06332"
<http://purl.obolibrary.org/obo/UBERON_0007159>	"EMAPA:18945"
<http://purl.obolibrary.org/obo/UBERON_0007159>	<http://www.snomedbrowser.com/Codes/Details/362156004>
<http://purl.obolibrary.org/obo/UBERON_0007159>	"FMA:18374"
<http://purl.obolibrary.org/obo/GO_0019748>	"Wikipedia:Secondary_metabolism"
<http://purl.obolibrary.org/obo/UBERON_0034873>	"FMA:84580"
<http://purl.obolibrary.org/obo/UBERON_0010341>	"EMAPA:16130"
<http://purl.obolibrary.org/obo/CL_1000310>	"FMA:261297"
<http://purl.obolibrary.org/obo/UBERON_0004699>	"VHOG:0001524"
<http://purl.obolibrary.org/obo/UBERON_0004699>	"MA:0000490"
<http://purl.obolibrary.org/obo/UBERON_0011216>	"FBbt:00007330"
<http://purl.obolibrary.org/obo/UBERON_0011216>	"FMA:67509"
<http://purl.obolibrary.org/obo/UBERON_0011216>	<http://www.snomedbrowser.com/Codes/Details/91690000>
<http://purl.obolibrary.org/obo/GO_0007601>	"Wikipedia:Visual_perception"
<http://purl.obolibrary.org/obo/UBERON_0010077>	<http://en.wikipedia.org/wiki/Cuboidal_epithelium>
<http://purl.obolibrary.org/obo/UBERON_0010077>	<http://linkedlifedata.com/resource/umls/id/C0682577>
<http://purl.obolibrary.org/obo/UBERON_0010077>	"NCIT:C32415"
<http://purl.obolibrary.org/obo/UBERON_0010077>	"UMLS:C0682577"
<http://purl.obolibrary.org/obo/UBERON_0004464>	"BTO:0000508"
<http://purl.obolibrary.org/obo/UBERON_0004464>	"EMAPA:37260"
<http://purl.obolibrary.org/obo/UBERON_0004464>	"FMA:71293"
<http://purl.obolibrary.org/obo/UBERON_0016458>	"FMA:58289"
<http://purl.obolibrary.org/obo/GO_0030097>	"Wikipedia:Haematopoiesis"
<http://purl.obolibrary.org/obo/UBERON_0001115>	"FMA:13363"
<http://purl.obolibrary.org/obo/UBERON_0001115>	"UMLS:C0227486"
<http://purl.obolibrary.org/obo/UBERON_0001115>	"VHOG:0001423"
<http://purl.obolibrary.org/obo/UBERON_0001115>	"ZFA:0005172"
<http://purl.obolibrary.org/obo/UBERON_0001115>	"NCIT:C32965"
<http://purl.obolibrary.org/obo/UBERON_0001115>	<http://linkedlifedata.com/resource/umls/id/C0227486>
<http://purl.obolibrary.org/obo/UBERON_0001115>	<http://www.snomedbrowser.com/Codes/Details/362183003>
<http://purl.obolibrary.org/obo/UBERON_0001115>	"EHDAA2:0001000"
<http://purl.obolibrary.org/obo/UBERON_0001115>	"EMAPA:18307"
<http://purl.obolibrary.org/obo/UBERON_0001115>	"TAO:0005172"
<http://purl.obolibrary.org/obo/UBERON_0001115>	"EHDAA:3995"
<http://purl.obolibrary.org/obo/UBERON_0001115>	"MA:0000361"
<http://purl.obolibrary.org/obo/UBERON_0001115>	<http://en.wikipedia.org/wiki/Left_lobe_of_liver>
<http://purl.obolibrary.org/obo/UBERON_0004247>	"EMAPA:37248"
<http://purl.obolibrary.org/obo/UBERON_0004247>	"MA:0000494"
<http://purl.obolibrary.org/obo/UBERON_0002062>	"ZFA:0001317"
<http://purl.obolibrary.org/obo/UBERON_0002062>	"FMA:70302"
<http://purl.obolibrary.org/obo/UBERON_0002062>	"VHOG:0000932"
<http://purl.obolibrary.org/obo/UBERON_0002062>	"MA:0000078"
<http://purl.obolibrary.org/obo/UBERON_0002062>	"EHDAA:2586"
<http://purl.obolibrary.org/obo/UBERON_0002062>	<http://en.wikipedia.org/wiki/Atrioventricular_cushions>
<http://purl.obolibrary.org/obo/UBERON_0002062>	"XAO:0004189"
<http://purl.obolibrary.org/obo/UBERON_0002062>	"EMAPA:16696"
<http://purl.obolibrary.org/obo/UBERON_0002062>	"EHDAA2:0000434"
<http://purl.obolibrary.org/obo/UBERON_0002062>	"MESH:D054089"
<http://purl.obolibrary.org/obo/UBERON_0002062>	"EHDAA2:0004028"
<http://purl.obolibrary.org/obo/UBERON_0002062>	"TAO:0001317"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"WBbt:0005175"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"MESH:D006066"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"XAO:0003146"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"BILA:0000123"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"UMLS:C0018067"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"BTO:0000534"
<http://purl.obolibrary.org/obo/UBERON_0000991>	<http://www.snomedbrowser.com/Codes/Details/304623008>
<http://purl.obolibrary.org/obo/UBERON_0000991>	"FBbt:00004858"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"BSA:0000079"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"GAID:368"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"VHOG:0000397"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"MA:0002420"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"FMA:18250"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"HAO:0000379"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"TAO:0000413"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"AAO:0000213"
<http://purl.obolibrary.org/obo/UBERON_0000991>	<http://en.wikipedia.org/wiki/Gonad>
<http://purl.obolibrary.org/obo/UBERON_0000991>	"ZFA:0000413"
<http://purl.obolibrary.org/obo/UBERON_0000991>	<http://linkedlifedata.com/resource/umls/id/C0018067>
<http://purl.obolibrary.org/obo/UBERON_0000991>	"NCIT:C12725"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"EMAPA:17383"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PMID:22296037"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"MolBase:4"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PMID:22136045"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PMID:22364556"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"KEGG:D05963"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PMID:13568755"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"Gmelin:2122"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PMID:22047659"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PMID:22435616"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PMID:22267186"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"CAS:7664-93-9"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PMID:16122922"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PMID:22204399"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"KNApSAcK:C00007530"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"KEGG:C00059"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PMID:19397353"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"Reaxys:2037554"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"Wikipedia:Sulfuric_acid"
<http://purl.obolibrary.org/obo/CHEBI_26836>	"PPDB:606"
<http://purl.obolibrary.org/obo/UBERON_0004178>	"NCIT:C49191"
<http://purl.obolibrary.org/obo/UBERON_0004178>	"UMLS:C1706825"
<http://purl.obolibrary.org/obo/UBERON_0004178>	"BTO:0001685"
<http://purl.obolibrary.org/obo/UBERON_0004178>	"EFO:0002775"
<http://purl.obolibrary.org/obo/UBERON_0004178>	<http://linkedlifedata.com/resource/umls/id/C1706825>
<http://purl.obolibrary.org/obo/UBERON_0004178>	"MA:0000702"
<http://purl.obolibrary.org/obo/UBERON_0004178>	"EMAPA:35135"
<http://purl.obolibrary.org/obo/UBERON_0004178>	"CALOHA:TS-0048"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"RETIRED_EHDAA2:0001252"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"FMA:293879"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"MESH:D054258"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"VHOG:0000068"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"NCIT:C34225"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"TAO:0000132"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"EMAPA:35593"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"neuronames:1362"
<http://purl.obolibrary.org/obo/UBERON_0003075>	<http://linkedlifedata.com/resource/umls/id/C0920623>
<http://purl.obolibrary.org/obo/UBERON_0003075>	"EHDAA:902"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"UMLS:C0920623"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"ZFA:0000132"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"EHDAA:346"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"DMBA:15565"
<http://purl.obolibrary.org/obo/UBERON_0003075>	<http://en.wikipedia.org/wiki/Neural_plate>
<http://purl.obolibrary.org/obo/UBERON_0003075>	"DHBA:10153"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"AAO:0011072"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"XAO:0000249"
<http://purl.obolibrary.org/obo/UBERON_0003075>	"BTO:0001765"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"VHOG:0000277"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"UMLS:C1267406"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"EHDAA:486"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"NCIT:C33858"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"MA:0002720"
<http://purl.obolibrary.org/obo/UBERON_0004582>	<http://linkedlifedata.com/resource/umls/id/C1267406>
<http://purl.obolibrary.org/obo/UBERON_0004582>	"EHDAA2:0002171"
<http://purl.obolibrary.org/obo/UBERON_0004582>	<http://www.snomedbrowser.com/Codes/Details/362060003>
<http://purl.obolibrary.org/obo/UBERON_0004582>	"EMAPA:16240"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"BTO:0004692"
<http://purl.obolibrary.org/obo/CHEBI_33286>	"Wikipedia:Agrochemical"
<http://purl.obolibrary.org/obo/CL_0000622>	"MESH:D061354"
<http://purl.obolibrary.org/obo/CL_0000622>	"FMA:83625"
<http://purl.obolibrary.org/obo/UBERON_0007270>	"TAO:0000258"
<http://purl.obolibrary.org/obo/UBERON_0007270>	"ZFA:0000258"
<http://purl.obolibrary.org/obo/UBERON_0011595>	"NCIT:C114916"
<http://purl.obolibrary.org/obo/UBERON_0011595>	"EMAPA:32905"
<http://purl.obolibrary.org/obo/UBERON_0006241>	"EMAPA:16092"
<http://purl.obolibrary.org/obo/UBERON_0006241>	"ZFA:0000417"
<http://purl.obolibrary.org/obo/UBERON_0006241>	"TAO:0000417"
<http://purl.obolibrary.org/obo/UBERON_0006241>	"EFO:0003438"
<http://purl.obolibrary.org/obo/UBERON_0006241>	"EHDAA2:0000674"
<http://purl.obolibrary.org/obo/UBERON_0006241>	"EHDAA:898"
<http://purl.obolibrary.org/obo/UBERON_0006241>	"EMAPA:16755"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"BSA:0000090"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"TAO:0000054"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"FMA:9869"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"EHDAA:5376"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"EV:0100023"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"CALOHA:TS-0761"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"MA:0000099"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"MESH:D010496"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"MAT:0000454"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"VHOG:0001280"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"GAID:569"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"XAO:0004182"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"AAO:0010817"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"UMLS:C0031050"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"EMAPA:16133"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"BTO:0000717"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"ZFA:0000054"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"galen:Pericardium"
<http://purl.obolibrary.org/obo/UBERON_0002407>	<http://en.wikipedia.org/wiki/Pericardium>
<http://purl.obolibrary.org/obo/UBERON_0002407>	<http://www.snomedbrowser.com/Codes/Details/181295003>
<http://purl.obolibrary.org/obo/UBERON_0002407>	<http://linkedlifedata.com/resource/umls/id/C0031050>
<http://purl.obolibrary.org/obo/UBERON_0002407>	"NCIT:C13005"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"RETIRED_EHDAA2:0001443"
<http://purl.obolibrary.org/obo/UBERON_0002407>	"EFO:0000820"
<http://purl.obolibrary.org/obo/NCBITaxon_1476529>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0009621>	"EMAPA:16860"
<http://purl.obolibrary.org/obo/UBERON_0009621>	"XAO:0003143"
<http://purl.obolibrary.org/obo/UBERON_0009621>	"AAO:0010383"
<http://purl.obolibrary.org/obo/CL_0000710>	"FMA:70557"
<http://purl.obolibrary.org/obo/CL_0000710>	"BTO:0004301"
<http://purl.obolibrary.org/obo/UBERON_2001073>	"ZFA:0001073"
<http://purl.obolibrary.org/obo/UBERON_0003281>	<http://www.snomedbrowser.com/Codes/Details/261623000>
<http://purl.obolibrary.org/obo/UBERON_0003281>	"VHOG:0000358"
<http://purl.obolibrary.org/obo/UBERON_0003281>	"EMAPA:17024"
<http://purl.obolibrary.org/obo/UBERON_0003281>	"EHDAA2:0001922"
<http://purl.obolibrary.org/obo/UBERON_0003281>	"EHDAA:2999"
<http://purl.obolibrary.org/obo/UBERON_0003281>	"MA:0001617"
<http://purl.obolibrary.org/obo/GO_0003824>	"Wikipedia:Enzyme"
<http://purl.obolibrary.org/obo/CL_0000169>	"EV:0200009"
<http://purl.obolibrary.org/obo/CL_0000169>	"ncithesaurus:Beta_Cell"
<http://purl.obolibrary.org/obo/CL_0000169>	"MA:0002419"
<http://purl.obolibrary.org/obo/CL_0000169>	"BTO:0000783"
<http://purl.obolibrary.org/obo/CL_0000169>	"FMA:70586"
<http://purl.obolibrary.org/obo/UBERON_0005631>	"FMA:305915"
<http://purl.obolibrary.org/obo/UBERON_0005631>	"EHDAA2:0004714"
<http://purl.obolibrary.org/obo/UBERON_0005631>	<http://www.snomedbrowser.com/Codes/Details/362840007>
<http://purl.obolibrary.org/obo/UBERON_0005631>	"MESH:D005321"
<http://purl.obolibrary.org/obo/GO_0015127>	"Reactome:R-HSA-5679031"
<http://purl.obolibrary.org/obo/GO_0015127>	"Reactome:R-HSA-9661417"
<http://purl.obolibrary.org/obo/GO_0015127>	"Reactome:R-HSA-5679041"
<http://purl.obolibrary.org/obo/CL_0000333>	"FMA:86667"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"AAO:0010814"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"XAO:0000139"
<http://purl.obolibrary.org/obo/UBERON_0002358>	<http://en.wikipedia.org/wiki/Peritoneum>
<http://purl.obolibrary.org/obo/UBERON_0002358>	"NCIT:C12770"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"MA:0000449"
<http://purl.obolibrary.org/obo/UBERON_0002358>	<http://linkedlifedata.com/resource/umls/id/C0031153>
<http://purl.obolibrary.org/obo/UBERON_0002358>	"ZFA:0005120"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"UMLS:C0031153"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"galen:Peritoneum"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"GAID:18"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"EV:0100087"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"TAO:0005120"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"BTO:0001472"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"VHOG:0001257"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"FMA:9584"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"CALOHA:TS-2072"
<http://purl.obolibrary.org/obo/UBERON_0002358>	"MESH:D010537"
<http://purl.obolibrary.org/obo/UBERON_0000094>	"FMA:7145"
<http://purl.obolibrary.org/obo/UBERON_0009521>	"EHDAA2:0004020"
<http://purl.obolibrary.org/obo/UBERON_0009521>	"EMAPA:17177"
<http://purl.obolibrary.org/obo/UBERON_0003593>	"MA:0000555"
<http://purl.obolibrary.org/obo/UBERON_0003593>	"EMAPA:37255"
<http://purl.obolibrary.org/obo/UBERON_0001016>	<http://www.snomedbrowser.com/Codes/Details/278196006>
<http://purl.obolibrary.org/obo/UBERON_0001016>	"UMLS:C0027763"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"EV:0100162"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"FMA:7157"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"BIRNLEX:844"
