?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/GO_1900181>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of protein localization in cell nucleus"	
<http://purl.obolibrary.org/obo/GO_1900181>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of protein localization to nucleus"	
<http://purl.obolibrary.org/obo/GO_1900181>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of protein localisation to nucleus"	
<http://purl.obolibrary.org/obo/GO_1900181>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of protein localisation to nucleus"	
<http://purl.obolibrary.org/obo/GO_1900181>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of protein localization in cell nucleus"	
<http://purl.obolibrary.org/obo/GO_1900181>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of protein localisation to nucleus"	
<http://purl.obolibrary.org/obo/GO_1900181>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of protein localisation to nucleus"	
<http://purl.obolibrary.org/obo/GO_1900181>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of protein localization in nucleus"	
<http://purl.obolibrary.org/obo/UBERON_0009145>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pharyngeal region"	
<http://purl.obolibrary.org/obo/PR_Q62351>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CD71 (mouse)"	
<http://purl.obolibrary.org/obo/PR_Q62351>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"TfR (mouse)"	
<http://purl.obolibrary.org/obo/PR_Q62351>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"TfR1 (mouse)"	
<http://purl.obolibrary.org/obo/PR_Q62351>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mTFRC"	<http://purl.obolibrary.org/obo/pr#PRO-short-label>
<http://purl.obolibrary.org/obo/NCBITaxon_8976>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"landfowls"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_8006>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"salmons and trouts"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9685>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cats"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9685>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"domestic cat"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9685>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cat"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_8256>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"righteye flounders"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_91561>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"even-toed ungulates & whales"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9479>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"monkeys"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9479>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"monkey"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9479>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"New World monkeys"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6393>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Eisenia"	<http://purl.obolibrary.org/obo/ncbitaxon#scientific_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9821>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"boars"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9821>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pigs"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9031>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"bantam"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9031>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Gallus domesticus"	<http://purl.obolibrary.org/obo/ncbitaxon#equivalent_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9031>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chickens"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9031>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chicken"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_7400>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"wasps, ants & bees"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9940>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"lambs"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9940>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"wild sheep"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9940>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"sheep"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9940>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"domestic sheep"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_6657>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"crustaceans"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_3318>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pine family"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_2870>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"brown algae"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_7088>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"butterflies and moths"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_7088>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"moths"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_6665>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"water fleas"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6665>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"water flea"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_6381>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Oligochaeta"	<http://purl.obolibrary.org/obo/ncbitaxon#scientific_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6668>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"common water fleas"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_33634>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"heterokonts"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_3208>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mosses"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_8397>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"true frogs"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_8397>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"riparian frogs"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9608>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"dog, coyote, wolf, fox"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9527>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"monkeys"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9527>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"monkey"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9527>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Old World monkeys"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6660>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"sea monkeys"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_6660>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"brine shrimps"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6659>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"fairy shrimps"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6752>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"true crabs"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_6752>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"short-tailed crabs"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9544>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"rhesus macaques"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9544>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"rhesus macaque"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9544>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Rhesus monkey"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9544>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"rhesus monkeys"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_3042114>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"bees"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_3042114>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Anthophila"	<http://purl.obolibrary.org/obo/ncbitaxon#scientific_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6396>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"red wiggler worm"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_6396>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"redworm"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_6396>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"tiger worm"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_6396>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"common brandling worm"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6396>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"common dung-worm"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_6396>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"brandling worm"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9681>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cat family"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_8252>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"flatfishes"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_4479>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"grass family"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9850>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"deer"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_4447>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"monocotyledons"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_4447>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"monocots"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_7434>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Aculeata"	<http://purl.obolibrary.org/obo/ncbitaxon#scientific_name>
<http://purl.obolibrary.org/obo/NCBITaxon_37572>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"butterflies"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9539>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"macaques"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9539>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"macaque"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9913>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"dairy cow"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9913>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"bovine"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9913>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cow"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9913>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ox"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9913>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"domestic cattle"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9913>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"domestic cow"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_9005>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"turkeys"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_7399>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hymenopterans"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_10026>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hamsters"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6447>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"molluscs"	<http://purl.obolibrary.org/obo/OMO_0003003>
<http://purl.obolibrary.org/obo/NCBITaxon_6447>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mollusks"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_33554>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"carnivores"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_30352>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ranoidea"	<http://purl.obolibrary.org/obo/ncbitaxon#scientific_name>
<http://purl.obolibrary.org/obo/NCBITaxon_55824>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"leeches"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_8015>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"salmonids"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6398>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"common earthworm"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_8830>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"waterfowl"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6753>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"rock crabs"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_6391>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"earthworms"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_8826>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ducks, geese & swans"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_9903>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cattle"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_7458>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"bumble bees and honey bees"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/NCBITaxon_504568>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"trouts, salmons & chars"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/DOID_2394>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ovarian neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_2394>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"tumor of the Ovary"@en	
<http://purl.obolibrary.org/obo/DOID_2394>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant Ovarian tumor"@en	
<http://purl.obolibrary.org/obo/DOID_2394>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ovary neoplasm"@en	
<http://purl.obolibrary.org/obo/DOID_2394>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant tumour of ovary"@en	
<http://purl.obolibrary.org/obo/DOID_2394>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary ovarian cancer"@en	
<http://purl.obolibrary.org/obo/DOID_8692>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Non-Lymphocytic Leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_8692>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"myeloid leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_8692>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"myeloid granulocytic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_8692>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"leukaemia myelogenous"@en	
<http://purl.obolibrary.org/obo/DOID_8692>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"myeloid granulocytic leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_8692>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"leukemia myelogenous"@en	
<http://purl.obolibrary.org/obo/DOID_4737>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"psychosomatic disorder"@en	
<http://purl.obolibrary.org/obo/DOID_4737>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"physiological malfunction arising from mental factor"@en	
<http://purl.obolibrary.org/obo/DOID_4737>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"psychophysiologic disorder"@en	
<http://purl.obolibrary.org/obo/DOID_409>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disorder of liver"@en	
<http://purl.obolibrary.org/obo/DOID_409>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hepatic disorder"@en	
<http://purl.obolibrary.org/obo/DOID_5353>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"colon disorder"@en	
<http://purl.obolibrary.org/obo/DOID_1909>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"malignant melanoma"@en	
<http://purl.obolibrary.org/obo/DOID_1909>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Naevocarcinoma"@en	
<http://purl.obolibrary.org/obo/DOID_657>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"acinic cell adenoma"@en	
<http://purl.obolibrary.org/obo/DOID_657>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"adenomas"@en	
<http://purl.obolibrary.org/obo/DOID_657>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"acinar cell adenoma"@en	
<http://purl.obolibrary.org/obo/DOID_1037>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"lymphoblastic leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_1037>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"lymphocytic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_1037>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"lymphoblastic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_0050902>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"localized primitive neuroectodermal tumor"@en	
<http://purl.obolibrary.org/obo/DOID_0050902>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CPNET"@en	
<http://purl.obolibrary.org/obo/DOID_0050902>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"brain medulloblastoma"@en	
<http://purl.obolibrary.org/obo/DOID_0050902>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CNS PNET"@en	
<http://purl.obolibrary.org/obo/DOID_0050902>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"infratentorial primitive neuroectodermal tumor"@en	
<http://purl.obolibrary.org/obo/DOID_8552>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chronic myelogenous leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_8552>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Myeloid Leukemia, chronic"@en	
<http://purl.obolibrary.org/obo/DOID_8552>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chronic granulocytic leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_8552>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chronic myelogenous leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_8552>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CML - chronic Myelogenous Leukemia"@en	
<http://purl.obolibrary.org/obo/DOID_8552>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CML"@en	
<http://purl.obolibrary.org/obo/DOID_8552>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chronic myeloid leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_8552>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chronic granulocytic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_0060058>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"lymphoid cancer"@en	
<http://purl.obolibrary.org/obo/DOID_1561>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cognitive disease"@en	
<http://purl.obolibrary.org/obo/DOID_178>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"vascular tissue disease"@en	
<http://purl.obolibrary.org/obo/DOID_4961>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"bone marrow disorder"@en	
<http://purl.obolibrary.org/obo/DOID_1247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"postpartum coagulation defect with delivery"@en	
<http://purl.obolibrary.org/obo/DOID_1247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"postpartum coagulation defect"@en	
<http://purl.obolibrary.org/obo/DOID_1247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"coagulation protein disease"	
<http://purl.obolibrary.org/obo/DOID_1510>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"character disorder"@en	
<http://purl.obolibrary.org/obo/DOID_9952>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"acute lymphocytic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_9952>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"precursor lymphoblastic lymphoma/leukemia"	
<http://purl.obolibrary.org/obo/DOID_9952>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"acute lymphoblastic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_9952>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ALL"	
<http://purl.obolibrary.org/obo/DOID_10273>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"heart rhythm disease"@en	
<http://purl.obolibrary.org/obo/DOID_10286>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"carcinoma of prostate"@en	
<http://purl.obolibrary.org/obo/DOID_10286>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cancer of prostate"@en	
<http://purl.obolibrary.org/obo/DOID_8761>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Thrombocytic leukaemia"@en	
<http://purl.obolibrary.org/obo/DOID_8761>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Megakaryocytic myelosis"@en	
